coach,team,seas_num_fr,seas_num_ovr,games,wins,losses,fr_g,fr_w,fr_l,car_g,car_w,car_l,car_w_pct,p_g,p_w,p_l,p_fr_g,p_fr_w,p_fr_l,p_car_g,p_car_w,p_car_l,year,Abbrev,Nickname,Key,Season,Draft_Draft_Trade,Trade,Free_Agency,Total_Roster,Wins,Losses,Team_Achievement,All-Star,MVP,First_Round_Draft,Second_Plus_Round_Draft,Undrafted,Avg_Age,GP,W,L,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TOV%,EFG%,TS%,PACE,PIE
Brad Stevens,BOS,4,4,82,53,29,328,166,162,328,166,162,0.506,18.0,9.0,9.0,28.0,11.0,17.0,28.0,11.0,17.0,2017,BOS,Celtics,BOS2017,2017-2018,7.0,2.0,7.0,16.0,55.0,27.0,Conference Finals,2.0,0.0,11.0,2.0,3.0,24.7,82.0,48.0,34.0,3981.0,103.2,99.6,3.5,65.6,1.58,17.7,31.8,69.4,50.9,15.7,46.9,52.2,92.71,53.8
Kenny Atkinson,BRK,1,1,82,20,62,82,20,62,82,20,62,0.244,,,,,,,,,,2017,BRK,Nets,BRK2017,2017-2018,4.0,7.0,4.0,15.0,28.0,54.0,Lottery,0.0,0.0,7.0,6.0,2.0,24.6,82.0,17.0,65.0,3946.0,91.2,100.1,-8.9,64.6,1.15,16.3,34.5,69.7,51.1,20.0,42.8,46.9,92.11,42.5
Fred Hoiberg,CHI,2,2,82,41,41,164,83,81,164,83,81,0.506,6.0,2.0,4.0,6.0,2.0,4.0,6.0,2.0,4.0,2017,CHI,Bulls,CHI2017,2017-2018,4.0,7.0,3.0,15.0,27.0,55.0,Lottery,0.0,0.0,9.0,2.0,4.0,24.2,82.0,48.0,34.0,3971.0,103.2,100.6,2.6,59.5,1.46,16.5,32.4,70.4,50.9,15.8,46.6,52.0,93.07,51.6
Steve Clifford,CHO,4,4,82,36,46,328,160,168,328,160,168,0.488,,,,11.0,3.0,8.0,11.0,3.0,8.0,2017,CHO,Hornets,CHO2017,2017-2018,6.0,4.0,4.0,14.0,36.0,46.0,Lottery,1.0,0.0,10.0,2.0,2.0,25.1,82.0,40.0,42.0,3971.0,102.4,102.6,-0.2,61.5,1.64,17.2,31.4,68.8,49.7,14.7,47.2,51.2,89.17,50.2
Tyronn Lue,CLE,2,2,82,51,31,123,78,45,123,78,45,0.634,18.0,13.0,5.0,39.0,29.0,10.0,39.0,29.0,10.0,2017,CLE,Cavaliers,CLE2017,2017-2018,2.0,8.0,5.0,15.0,50.0,32.0,NBA Finals (Loss),2.0,0.0,10.0,3.0,2.0,28.0,82.0,37.0,45.0,3966.0,101.5,102.6,-1.1,57.2,1.47,15.9,30.5,68.6,49.6,14.8,46.0,51.3,89.46,49.8
Rick Carlisle,DAL,9,15,82,33,49,722,413,309,1214,694,520,0.5720000000000001,,,,58.0,28.0,30.0,120.0,58.0,62.0,2017,DAL,Mavericks,DAL2017,2017-2018,2.0,3.0,10.0,15.0,24.0,58.0,Lottery,0.0,0.0,5.0,1.0,9.0,26.3,82.0,55.0,27.0,3956.0,108.6,103.2,5.4,69.4,1.89,19.6,29.2,67.6,48.8,14.6,50.7,55.4,94.25,54.4
Mike Malone,DEN,2,4,82,40,42,164,73,91,270,112,158,0.415,,,,,,,,,,2017,DEN,Nuggets,DEN2017,2017-2018,7.0,6.0,2.0,15.0,46.0,36.0,Lottery,0.0,0.0,12.0,3.0,0.0,25.9,82.0,50.0,32.0,3970.0,104.2,101.5,2.7,62.3,1.49,17.7,33.8,68.9,51.5,16.7,48.9,53.1,90.44,51.5
Stan Van Gundy,DET,3,11,82,37,45,246,113,133,825,484,341,0.5870000000000001,,,,4.0,0.0,4.0,91.0,48.0,43.0,2017,DET,Pistons,DET2017,2017-2018,4.0,5.0,6.0,15.0,39.0,43.0,Lottery,1.0,0.0,8.0,2.0,5.0,26.1,82.0,47.0,35.0,3981.0,102.4,100.0,2.4,62.0,1.49,17.0,34.5,69.7,51.8,16.1,46.5,51.1,90.72,51.7
Steve Kerr,GSW,3,3,82,67,15,246,207,39,246,207,39,0.841,17.0,16.0,1.0,62.0,47.0,15.0,62.0,47.0,15.0,2017,GSW,Warriors,GSW2017,2017-2018,7.0,1.0,7.0,15.0,58.0,24.0,NBA Champion,4.0,0.0,10.0,4.0,1.0,27.6,82.0,50.0,32.0,3981.0,102.4,98.2,4.2,60.0,1.47,16.2,29.4,70.7,49.9,15.1,47.3,52.3,88.26,52.5
Mike D'Antoni,HOU,1,13,82,55,27,82,55,27,963,510,453,0.53,11.0,6.0,5.0,11.0,6.0,5.0,70.0,32.0,38.0,2017,HOU,Rockets,HOU2017,2017-2018,3.0,3.0,9.0,15.0,65.0,17.0,Conference Finals,1.0,1.0,8.0,5.0,2.0,28.6,82.0,47.0,35.0,3941.0,99.0,96.4,2.6,71.4,1.66,19.1,28.9,71.1,50.1,16.2,47.1,51.5,90.97,53.3
Nate McMillan,IND,1,13,82,42,40,82,42,40,1012,520,492,0.514,4.0,0.0,4.0,4.0,0.0,4.0,38.0,14.0,24.0,2017,IND,Pacers,IND2017,2017-2018,4.0,4.0,7.0,15.0,48.0,34.0,First Round,1.0,0.0,9.0,5.0,1.0,24.9,82.0,50.0,32.0,3986.0,105.6,103.4,2.2,61.8,1.6,17.4,32.8,69.3,50.9,15.3,48.6,52.8,93.78,52.0
Doc Rivers,LAC,4,18,82,51,31,328,217,111,1388,804,584,0.579,7.0,3.0,4.0,40.0,18.0,22.0,161.0,82.0,79.0,2017,LAC,Clippers,LAC2017,2017-2018,3.0,9.0,3.0,15.0,42.0,40.0,Lottery,0.0,0.0,6.0,6.0,3.0,26.2,82.0,42.0,40.0,3961.0,103.7,103.7,0.0,56.9,1.42,15.8,30.0,68.0,48.5,15.1,47.8,52.6,94.33,48.2
Luke Walton,LAL,1,1,82,26,56,82,26,56,82,26,56,0.317,,,,,,,,,,2017,LAL,Lakers,LAL2017,2017-2018,7.0,4.0,4.0,15.0,35.0,47.0,Lottery,0.0,0.0,10.0,3.0,2.0,24.6,82.0,25.0,57.0,3966.0,95.4,101.2,-5.8,55.8,1.29,15.0,30.6,70.9,50.1,15.9,43.9,48.3,88.93,45.6
David Fizdale,MEM,1,1,82,43,39,82,43,39,82,43,39,0.524,6.0,2.0,4.0,6.0,2.0,4.0,6.0,2.0,4.0,2017,MEM,Grizzlies,MEM2017,2017-2018,7.0,1.0,7.0,15.0,22.0,60.0,Lottery,0.0,0.0,5.0,7.0,3.0,25.4,82.0,60.0,22.0,3966.0,103.9,98.1,5.8,56.3,1.26,15.9,31.1,68.7,50.8,17.1,49.7,54.1,91.46,54.9
Erik Spoelstra,MIA,9,9,82,41,41,722,440,282,722,440,282,0.609,,,,113.0,70.0,43.0,113.0,70.0,43.0,2017,MIA,Heat,MIA2017,2017-2018,3.0,3.0,9.0,15.0,44.0,38.0,First Round,1.0,0.0,8.0,4.0,3.0,26.9,82.0,24.0,58.0,3961.0,99.3,105.6,-6.3,55.6,1.34,15.3,31.8,67.8,49.1,15.7,45.8,49.7,91.01,44.7
Jason Kidd,MIL,3,4,82,42,40,246,116,130,328,160,168,0.488,6.0,2.0,4.0,12.0,4.0,8.0,24.0,9.0,15.0,2017,MIL,Bucks,MIL2017,2017-2018,7.0,5.0,3.0,15.0,44.0,38.0,First Round,1.0,0.0,11.0,3.0,1.0,25.2,82.0,60.0,22.0,3956.0,109.3,101.0,8.3,58.1,1.94,17.3,27.7,67.7,47.8,12.3,49.8,54.3,93.75,54.6
Tom Thibodeau,MIN,1,6,82,31,51,82,31,51,476,286,190,0.601,,,,,,,51.0,23.0,28.0,2017,MIN,Timberwolves,MIN2017,2017-2018,5.0,2.0,8.0,15.0,47.0,35.0,First Round,2.0,0.0,12.0,1.0,2.0,26.5,82.0,51.0,31.0,3961.0,104.8,102.5,2.2,65.3,1.84,19.0,31.0,69.5,50.8,14.6,48.8,52.8,93.08,52.9
Alvin Gentry,NOP,2,14,82,34,48,164,64,100,869,399,470,0.45899999999999996,,,,,,,21.0,12.0,9.0,2017,NOP,Pelicans,NOP2017,2017-2018,3.0,3.0,9.0,15.0,48.0,34.0,Second Round,2.0,0.0,9.0,5.0,1.0,26.6,82.0,49.0,33.0,3951.0,102.1,96.6,5.4,64.9,1.56,17.6,31.7,70.2,51.0,15.8,46.8,51.8,93.0,54.4
Jeff Hornacek,NYK,1,4,82,31,51,82,31,51,295,132,163,0.447,,,,,,,,,,2017,NYK,NY Knicks,NYK2017,2017-2018,3.0,3.0,9.0,15.0,29.0,53.0,Lottery,1.0,0.0,10.0,2.0,3.0,25.5,82.0,42.0,40.0,3981.0,107.2,106.9,0.3,59.9,1.75,17.4,28.7,66.6,47.7,13.7,50.0,54.3,91.76,49.5
Billy Donovan,OKC,2,2,82,47,35,164,102,62,164,102,62,0.622,5.0,1.0,4.0,23.0,12.0,11.0,23.0,12.0,11.0,2017,OKC,Thunder,OKC2017,2017-2018,8.0,4.0,3.0,15.0,48.0,34.0,First Round,2.0,0.0,11.0,4.0,0.0,26.9,82.0,43.0,39.0,3986.0,102.4,100.9,1.5,53.0,1.18,14.7,33.1,69.8,51.8,17.0,47.4,52.2,90.36,51.1
Frank Vogel,ORL,1,7,82,29,53,82,29,53,513,279,234,0.544,,,,,,,61.0,31.0,30.0,2017,ORL,Magic,ORL2017,2017-2018,4.0,3.0,8.0,15.0,25.0,57.0,Lottery,0.0,0.0,10.0,2.0,3.0,25.1,82.0,44.0,38.0,3961.0,102.6,101.3,1.3,57.2,1.42,16.2,32.3,67.2,49.6,15.8,47.3,51.4,92.59,49.8
Brett Brown,PHI,4,4,82,28,54,328,75,253,328,75,253,0.22899999999999998,,,,,,,,,,2017,PHI,76ers,PHI2017,2017-2018,7.0,1.0,7.0,15.0,52.0,30.0,Second Round,1.0,0.0,10.0,3.0,2.0,24.9,82.0,38.0,44.0,3951.0,106.4,107.7,-1.3,55.9,1.32,15.4,37.1,66.3,51.8,16.4,47.2,52.6,95.88,49.2
Earl Watson,PHO,2,2,82,24,58,115,33,82,115,33,82,0.287,,,,,,,,,,2017,PHO,Suns,PHO2017,2017-2018,8.0,3.0,4.0,15.0,21.0,61.0,Lottery,0.0,0.0,10.0,2.0,3.0,23.6,82.0,35.0,47.0,3981.0,100.4,104.2,-3.8,58.7,1.23,16.0,30.0,68.1,49.9,17.8,47.6,52.7,92.63,48.3
Terry Stotts,POR,5,9,82,41,41,410,223,187,693,338,355,0.488,4.0,0.0,4.0,31.0,11.0,20.0,36.0,12.0,24.0,2017,POR,Trail Blazers,POR2017,2017-2018,7.0,3.0,5.0,15.0,49.0,33.0,First Round,1.0,0.0,13.0,2.0,0.0,23.7,82.0,27.0,55.0,3951.0,101.1,105.1,-4.0,56.6,1.24,15.4,31.6,67.3,49.6,17.0,46.7,51.6,92.68,47.0
Dave Joerger,SAC,1,4,82,32,50,82,32,50,328,179,149,0.546,,,,,,,22.0,9.0,13.0,2017,SAC,Kings,SAC2017,2017-2018,7.0,3.0,5.0,15.0,27.0,55.0,Lottery,0.0,0.0,12.0,1.0,2.0,25.2,82.0,37.0,45.0,3971.0,103.3,104.6,-1.3,60.7,1.57,17.2,28.0,68.9,48.0,15.1,48.6,52.8,92.06,47.4
Gregg Popovich,SAS,21,21,82,61,21,1656,1150,506,1656,1150,506,0.6940000000000001,16.0,8.0,8.0,272.0,166.0,106.0,272.0,166.0,106.0,2017,SAS,Spurs,SAS2017,2017-2018,7.0,0.0,8.0,15.0,47.0,35.0,First Round,1.0,0.0,8.0,5.0,2.0,28.0,82.0,44.0,38.0,3966.0,100.0,100.5,-0.6,58.3,1.37,15.5,26.6,69.1,47.4,15.1,47.0,51.4,91.95,48.0
Dwane Casey,TOR,6,8,82,51,31,476,261,215,598,314,284,0.525,10.0,4.0,6.0,41.0,17.0,24.0,41.0,17.0,24.0,2017,TOR,Raptors,TOR2017,2017-2018,8.0,3.0,4.0,15.0,59.0,23.0,Second Round,2.0,0.0,10.0,3.0,2.0,24.7,82.0,28.0,54.0,3986.0,102.3,105.9,-3.5,62.1,1.5,17.5,30.1,65.9,48.2,16.2,48.7,52.6,94.03,48.2
Quin Snyder,UTA,3,3,82,51,31,246,129,117,246,129,117,0.524,11.0,4.0,7.0,11.0,4.0,7.0,11.0,4.0,7.0,2017,UTA,Jazz,UTA2017,2017-2018,6.0,3.0,6.0,15.0,48.0,34.0,Second Round,0.0,0.0,9.0,3.0,3.0,25.6,82.0,30.0,52.0,3985.0,99.1,104.2,-5.1,59.6,1.28,16.5,30.7,67.2,49.2,17.7,47.1,51.2,94.76,45.7
Scott Brooks,WAS,1,8,82,49,33,82,49,33,627,387,240,0.617,13.0,7.0,6.0,13.0,7.0,6.0,86.0,46.0,40.0,2017,WAS,Wizards,WAS2017,2017-2018,5.0,4.0,6.0,15.0,43.0,39.0,First Round,2.0,0.0,9.0,5.0,1.0,27.1,82.0,59.0,23.0,3966.0,104.4,97.8,6.6,62.7,1.71,18.3,28.9,67.8,49.3,14.9,49.9,53.5,96.63,55.1
Mike Budenholzer,ATL,5,5,82,24,58,410,213,197,410,213,197,0.52,,,,39.0,17.0,22.0,39.0,17.0,22.0,2018,ATL,Hawks,ATL2018,2018-2019,6.0,2.0,7.0,15.0,29.0,53.0,Lottery,0.0,0.0,10.0,1.0,4.0,24.3,82.0,56.0,26.0,3981.0,107.0,103.6,3.5,60.7,1.59,17.4,33.8,69.1,51.7,15.4,49.8,53.5,92.9,53.2
Brad Stevens,BOS,5,5,82,55,27,410,221,189,410,221,189,0.539,19.0,11.0,8.0,47.0,22.0,25.0,47.0,22.0,25.0,2018,BOS,Celtics,BOS2018,2018-2019,7.0,2.0,6.0,15.0,49.0,33.0,Second Round,1.0,0.0,10.0,1.0,4.0,25.5,82.0,26.0,56.0,3946.0,98.4,103.8,-5.4,57.6,1.33,15.4,29.2,67.3,47.7,15.7,45.2,50.4,93.35,44.6
Kenny Atkinson,BRK,2,2,82,28,54,164,48,116,164,48,116,0.293,,,,,,,,,,2018,BRK,Nets,BRK2018,2018-2019,5.0,4.0,6.0,15.0,42.0,40.0,First Round,1.0,0.0,9.0,4.0,2.0,24.6,82.0,51.0,31.0,3961.0,98.9,96.7,2.3,64.7,1.52,17.5,30.5,70.2,50.0,16.1,46.0,50.6,94.41,52.1
Fred Hoiberg,CHI,3,3,82,27,55,246,110,136,246,110,136,0.447,,,,6.0,2.0,4.0,6.0,2.0,4.0,2018,CHI,Bulls,CHI2018,2018-2019,4.0,6.0,5.0,15.0,22.0,60.0,Lottery,0.0,0.0,9.0,0.0,6.0,23.5,82.0,50.0,32.0,3956.0,104.7,100.5,4.2,65.3,1.56,18.6,33.3,70.0,52.2,16.8,49.7,53.9,90.53,54.4
Steve Clifford,CHO,5,5,82,36,46,410,196,214,410,196,214,0.478,,,,11.0,3.0,8.0,11.0,3.0,8.0,2018,CHO,Hornets,CHO2018,2018-2019,8.0,4.0,2.0,15.0,39.0,43.0,Lottery,1.0,0.0,11.0,4.0,0.0,25.7,82.0,40.0,42.0,3956.0,102.2,104.9,-2.8,66.1,1.73,18.0,30.6,69.0,49.7,14.7,47.0,51.1,93.98,48.0
Tyronn Lue,CLE,3,3,82,50,32,205,128,77,205,128,77,0.624,22.0,12.0,10.0,61.0,41.0,20.0,61.0,41.0,20.0,2018,CLE,Cavaliers,CLE2018,2018-2019,3.0,9.0,3.0,15.0,19.0,63.0,Lottery,0.0,0.0,11.0,2.0,2.0,25.8,82.0,56.0,26.0,3971.0,101.9,97.3,4.6,58.3,1.31,16.0,33.4,70.4,52.3,17.0,46.8,51.8,92.09,53.6
Rick Carlisle,DAL,10,16,82,24,58,804,437,367,1296,718,578,0.5539999999999999,,,,58.0,28.0,30.0,120.0,58.0,62.0,2018,DAL,Mavericks,DAL2018,2018-2019,3.0,6.0,6.0,15.0,33.0,49.0,Lottery,1.0,0.0,8.0,2.0,5.0,27.5,82.0,15.0,67.0,3971.0,95.9,105.9,-10.0,66.5,1.4,17.4,30.2,67.3,48.0,17.3,45.0,49.5,90.47,43.2
Mike Malone,DEN,3,5,82,46,36,246,119,127,352,158,194,0.449,,,,,,,,,,2018,DEN,Nuggets,DEN2018,2018-2019,8.0,3.0,4.0,15.0,54.0,28.0,Second Round,1.0,0.0,8.0,6.0,1.0,23.9,82.0,44.0,38.0,3961.0,104.4,104.2,0.2,59.2,1.43,16.9,32.1,66.8,49.6,16.4,49.1,53.0,92.69,49.4
Stan Van Gundy,DET,4,12,82,39,43,328,152,176,907,523,384,0.5770000000000001,,,,4.0,0.0,4.0,91.0,48.0,43.0,2018,DET,Pistons,DET2018,2018-2019,4.0,4.0,7.0,15.0,41.0,41.0,First Round,1.0,0.0,6.0,6.0,3.0,26.4,82.0,19.0,63.0,3936.0,99.4,106.2,-6.8,58.1,1.18,15.6,32.8,68.4,50.2,18.1,46.0,51.4,93.97,45.3
Steve Kerr,GSW,4,4,82,58,24,328,265,63,328,265,63,0.8079999999999999,21.0,16.0,5.0,83.0,63.0,20.0,83.0,63.0,20.0,2018,GSW,Warriors,GSW2018,2018-2019,7.0,1.0,7.0,15.0,57.0,25.0,NBA Finals (Loss),3.0,0.0,10.0,3.0,2.0,27.4,82.0,23.0,59.0,3956.0,98.2,104.2,-6.0,66.2,1.47,17.9,29.3,67.5,48.4,16.8,46.4,51.0,93.03,46.5
Mike D'Antoni,HOU,2,14,82,65,17,164,120,44,1045,575,470,0.55,17.0,11.0,6.0,28.0,17.0,11.0,87.0,43.0,44.0,2018,HOU,Rockets,HOU2018,2018-2019,2.0,3.0,10.0,15.0,53.0,29.0,Second Round,1.0,0.0,9.0,2.0,4.0,27.2,82.0,53.0,29.0,3961.0,105.6,101.2,4.4,56.4,1.52,16.5,27.2,67.8,48.1,14.6,49.8,54.4,94.52,52.3
Nate McMillan,IND,2,14,82,48,34,164,90,74,1094,568,526,0.519,7.0,3.0,4.0,11.0,3.0,8.0,45.0,17.0,28.0,2018,IND,Pacers,IND2018,2018-2019,4.0,4.0,7.0,15.0,48.0,34.0,First Round,1.0,0.0,10.0,4.0,1.0,25.5,82.0,53.0,29.0,3956.0,106.1,100.9,5.2,71.3,1.63,19.6,33.2,70.1,51.9,17.3,49.7,54.6,91.08,54.8
Doc Rivers,LAC,5,19,82,42,40,410,259,151,1470,846,624,0.5760000000000001,,,,40.0,18.0,22.0,161.0,82.0,79.0,2018,LAC,Clippers,LAC2018,2018-2019,3.0,9.0,1.0,14.0,48.0,34.0,First Round,0.0,0.0,5.0,6.0,3.0,25.6,82.0,31.0,51.0,4006.0,100.3,103.2,-2.9,54.7,1.23,15.3,32.2,68.2,50.6,17.1,47.6,51.4,90.67,47.6
Luke Walton,LAL,2,2,82,35,47,164,61,103,164,61,103,0.37200000000000005,,,,,,,,,,2018,LAL,Lakers,LAL2018,2018-2019,6.0,2.0,7.0,15.0,37.0,45.0,Lottery,1.0,0.0,11.0,3.0,1.0,25.5,82.0,25.0,57.0,3946.0,96.9,102.4,-5.5,54.2,1.14,14.9,31.3,69.1,50.1,17.8,45.6,50.0,93.63,45.2
David Fizdale,MEM,2,2,19,7,12,101,50,51,101,50,51,0.495,,,,6.0,2.0,4.0,6.0,2.0,4.0,2018,MEM,Grizzlies,MEM2018,2018-2019,5.0,6.0,5.0,16.0,33.0,49.0,Lottery,0.0,0.0,9.0,6.0,1.0,25.6,82.0,43.0,39.0,3991.0,102.1,101.1,1.0,59.8,1.45,16.6,32.1,66.2,48.9,15.9,47.4,51.3,94.14,49.5
J.B. Bickerstaff,MEM,1,2,63,15,48,63,15,48,134,52,82,0.38799999999999996,,,,,,,5.0,1.0,4.0,2018,MEM,Grizzlies,MEM2018,2018-2019,5.0,6.0,5.0,16.0,33.0,49.0,Lottery,0.0,0.0,9.0,6.0,1.0,25.6,82.0,43.0,39.0,3991.0,102.1,101.1,1.0,59.8,1.45,16.6,32.1,66.2,48.9,15.9,47.4,51.3,94.14,49.5
Erik Spoelstra,MIA,10,10,82,44,38,804,484,320,804,484,320,0.602,5.0,1.0,4.0,118.0,71.0,47.0,118.0,71.0,47.0,2018,MIA,Heat,MIA2018,2018-2019,3.0,3.0,9.0,15.0,39.0,43.0,Lottery,1.0,0.0,7.0,3.0,5.0,26.8,82.0,47.0,35.0,3956.0,103.7,101.1,2.6,72.7,1.53,19.5,35.3,67.3,51.9,18.4,48.6,53.7,90.78,55.1
Jason Kidd,MIL,4,5,45,23,22,291,139,152,373,183,190,0.491,,,,12.0,4.0,8.0,24.0,9.0,15.0,2018,MIL,Bucks,MIL2018,2018-2019,5.0,5.0,5.0,15.0,60.0,22.0,Conference Finals,2.0,1.0,9.0,5.0,1.0,26.9,82.0,47.0,35.0,3991.0,104.4,102.0,2.3,65.7,1.86,18.2,33.9,70.0,51.5,14.1,46.8,51.0,92.22,52.2
Joe Prunty,MIL,1,1,37,21,16,37,21,16,37,21,16,0.568,7.0,3.0,4.0,7.0,3.0,4.0,7.0,3.0,4.0,2018,MIL,Bucks,MIL2018,2018-2019,5.0,5.0,5.0,15.0,60.0,22.0,Conference Finals,2.0,1.0,9.0,5.0,1.0,26.9,82.0,47.0,35.0,3991.0,104.4,102.0,2.3,65.7,1.86,18.2,33.9,70.0,51.5,14.1,46.8,51.0,92.22,52.2
Tom Thibodeau,MIN,2,7,82,47,35,164,78,86,558,333,225,0.597,5.0,1.0,4.0,5.0,1.0,4.0,56.0,24.0,32.0,2018,MIN,Timberwolves,MIN2018,2018-2019,5.0,4.0,7.0,16.0,36.0,46.0,Lottery,1.0,0.0,11.0,1.0,4.0,26.3,82.0,58.0,24.0,3966.0,105.0,96.6,8.3,61.7,1.55,17.2,29.7,70.3,51.1,15.2,49.6,54.1,90.87,57.3
Alvin Gentry,NOP,3,15,82,48,34,246,112,134,951,447,504,0.47,9.0,5.0,4.0,9.0,5.0,4.0,30.0,17.0,13.0,2018,NOP,Pelicans,NOP2018,2018-2019,3.0,2.0,9.0,15.0,33.0,49.0,Lottery,1.0,0.0,7.0,4.0,4.0,24.5,82.0,50.0,32.0,3976.0,99.4,97.1,2.3,60.5,1.45,16.4,28.0,70.0,49.0,15.3,46.9,51.5,88.39,52.3
Jeff Hornacek,NYK,2,5,82,29,53,164,60,104,377,161,216,0.42700000000000005,,,,,,,,,,2018,NYK,NY Knicks,NYK2018,2018-2019,4.0,3.0,8.0,15.0,17.0,65.0,Lottery,0.0,0.0,8.0,3.0,4.0,22.9,82.0,48.0,34.0,3981.0,100.0,97.0,3.0,55.2,1.28,15.6,27.6,70.7,49.8,16.3,47.6,52.3,87.74,52.0
Billy Donovan,OKC,3,3,82,48,34,246,150,96,246,150,96,0.61,6.0,2.0,4.0,29.0,14.0,15.0,29.0,14.0,15.0,2018,OKC,Thunder,OKC2018,2018-2019,5.0,4.0,5.0,14.0,49.0,33.0,First Round,2.0,0.0,10.0,3.0,1.0,25.5,82.0,17.0,65.0,3956.0,96.3,105.5,-9.2,60.9,1.37,15.9,35.7,68.0,50.4,16.5,42.9,47.0,95.7,42.7
Frank Vogel,ORL,2,8,82,25,57,164,54,110,595,304,291,0.511,,,,,,,61.0,31.0,30.0,2018,ORL,Magic,ORL2018,2018-2019,5.0,7.0,3.0,15.0,42.0,40.0,First Round,1.0,0.0,11.0,2.0,2.0,24.5,82.0,55.0,27.0,4016.0,104.2,98.5,5.7,59.1,1.52,16.8,30.7,67.9,49.7,15.2,48.4,52.9,95.61,54.0
Brett Brown,PHI,5,5,82,52,30,410,127,283,410,127,283,0.31,10.0,5.0,5.0,10.0,5.0,5.0,10.0,5.0,5.0,2018,PHI,76ers,PHI2018,2018-2019,5.0,6.0,4.0,15.0,51.0,31.0,Second Round,2.0,0.0,8.0,4.0,3.0,26.1,82.0,46.0,36.0,3976.0,99.7,97.6,2.1,67.9,1.61,17.8,31.5,71.0,51.3,15.6,45.7,50.6,91.24,52.7
Earl Watson,PHO,3,3,3,0,3,118,33,85,118,33,85,0.28,,,,,,,,,,2018,PHO,Suns,PHO2018,2018-2019,8.0,4.0,3.0,15.0,19.0,63.0,Lottery,0.0,0.0,9.0,4.0,2.0,23.5,82.0,32.0,50.0,3971.0,98.5,100.3,-1.8,55.8,1.25,14.9,32.5,69.1,50.5,16.4,45.3,49.8,96.15,48.0
Jay Triano,PHO,1,4,79,21,58,79,21,58,308,108,200,0.35100000000000003,,,,,,,,,,2018,PHO,Suns,PHO2018,2018-2019,8.0,4.0,3.0,15.0,19.0,63.0,Lottery,0.0,0.0,9.0,4.0,2.0,23.5,82.0,32.0,50.0,3971.0,98.5,100.3,-1.8,55.8,1.25,14.9,32.5,69.1,50.5,16.4,45.3,49.8,96.15,48.0
Terry Stotts,POR,6,10,82,49,33,492,272,220,775,387,388,0.499,4.0,0.0,4.0,35.0,11.0,24.0,40.0,12.0,28.0,2018,POR,Trail Blazers,POR2018,2018-2019,7.0,4.0,4.0,15.0,53.0,29.0,Conference Finals,1.0,0.0,12.0,2.0,1.0,24.4,82.0,47.0,35.0,3966.0,103.9,102.4,1.6,66.2,1.83,19.0,31.5,68.2,49.8,14.8,48.2,52.3,92.99,51.8
Dave Joerger,SAC,2,5,82,27,55,164,59,105,410,206,204,0.502,,,,,,,22.0,9.0,13.0,2018,SAC,Kings,SAC2018,2018-2019,6.0,4.0,5.0,15.0,39.0,43.0,Lottery,0.0,0.0,11.0,2.0,2.0,24.5,82.0,30.0,52.0,3966.0,99.3,103.5,-4.2,59.1,1.27,16.2,33.1,67.8,50.5,17.7,45.9,50.9,92.32,46.9
Gregg Popovich,SAS,22,22,82,47,35,1738,1197,541,1738,1197,541,0.6890000000000001,5.0,1.0,4.0,277.0,167.0,110.0,277.0,167.0,110.0,2018,SAS,Spurs,SAS2018,2018-2019,5.0,2.0,8.0,15.0,48.0,34.0,First Round,1.0,0.0,10.0,4.0,1.0,26.5,82.0,52.0,30.0,3956.0,106.8,102.6,4.2,59.3,1.64,17.2,30.1,68.3,49.4,14.5,49.9,54.2,93.89,51.9
Dwane Casey,TOR,7,9,82,59,23,558,320,238,680,373,307,0.5489999999999999,10.0,4.0,6.0,51.0,21.0,30.0,51.0,21.0,30.0,2018,TOR,Raptors,TOR2018,2018-2019,3.0,5.0,7.0,15.0,58.0,24.0,NBA Champion,2.0,0.0,5.0,5.0,5.0,26.7,82.0,45.0,37.0,3966.0,105.2,102.8,2.4,54.8,1.34,15.7,30.5,69.1,50.2,15.9,49.2,53.8,91.66,50.9
Quin Snyder,UTA,4,4,82,48,34,328,177,151,328,177,151,0.54,11.0,5.0,6.0,22.0,9.0,13.0,22.0,9.0,13.0,2018,UTA,Jazz,UTA2018,2018-2019,6.0,4.0,5.0,15.0,50.0,32.0,First Round,0.0,0.0,9.0,4.0,2.0,26.6,82.0,41.0,41.0,3996.0,100.3,100.5,-0.2,62.3,1.42,16.9,29.7,68.5,49.7,16.4,47.1,51.9,90.89,51.0
Scott Brooks,WAS,2,9,82,43,39,164,92,72,709,430,279,0.606,6.0,2.0,4.0,19.0,9.0,10.0,92.0,48.0,44.0,2018,WAS,Wizards,WAS2018,2018-2019,4.0,4.0,6.0,15.0,32.0,50.0,Lottery,1.0,0.0,9.0,4.0,2.0,26.0,82.0,36.0,46.0,3966.0,100.1,102.3,-2.2,61.6,1.33,16.2,28.0,69.0,47.8,16.6,47.3,52.1,93.81,46.8
Lloyd Pierce,ATL,1,1,82,29,53,82,29,53,82,29,53,0.354,,,,,,,,,,2019,ATL,Hawks,ATL2019,2019-2020,7.0,6.0,2.0,15.0,20.0,47.0,,0.0,0.0,11.0,1.0,3.0,24.6,65.0,15.0,50.0,3145.0,104.4,113.0,-8.6,66.3,1.72,18.2,25.5,72.2,48.1,14.6,49.7,54.0,101.04,46.2
